trade_name,active_ingredient,strength,form,manufacturer,typical_pack_size,avg_price_egp,therapeutic_group,legal_notes,categories_ar,aliases,is_brand,country,currency,source
chlorodehydromethylandrostenediol,,,,,,,,,,chlorodehydromethylandrostenediol,false,,EGP,wikidata
dimethandrolone buciclate,,,,,,,,,,dimethandrolone buciclate,false,,EGP,wikidata
dimethandrolone undecanoate,,,,,,,,,,dimethandrolone undecanoate,false,,EGP,wikidata
11-ketodihydrotestosterone,,,,,,,,,,11-ketodihydrotestosterone,false,,EGP,wikidata
19-Nor-5-androstenedione,,,,,,,,,,19-Nor-5-androstenedione|19-nor-5-androstenedione,false,,EGP,wikidata
Testosterone phenylbutyrate,,,,,,,,,,Testosterone phenylbutyrate|testosterone phenylbutyrate,false,,EGP,wikidata
Testosterone isovalerate,,,,,,,,,,Testosterone isovalerate|testosterone isovalerate,false,,EGP,wikidata
Testosterone diacetate,,,,,,,,,,Testosterone diacetate|testosterone diacetate,false,,EGP,wikidata
testosterone acetate propionate,,,,,,,,,,testosterone acetate propionate,false,,EGP,wikidata
Methyltestosterone 3-hexyl ether,,,,,,,,,,Methyltestosterone 3-hexyl ether|methyltestosterone 3-hexyl ether,false,,EGP,wikidata
Native copper and epidote-MCG 68948,,,,,,,,,,Native copper and epidote-MCG 68948|native copper and epidote-mcg 68948,false,,EGP,wikidata
turmeric rhizome,,,,,,,,,,turmeric rhizome,false,,EGP,wikidata
Evening primrose oil,,,,,,,,,,Evening primrose oil|evening primrose oil,false,,EGP,wikidata
rose petals,,,,,,,,,,rose petals,false,,EGP,wikidata
soya lecithin,,,,,,,,,,soya lecithin,false,,EGP,wikidata
fenugreek seed,,,,,,,,,,fenugreek seed,false,,EGP,wikidata
elderflower,,,,,,,,,,elderflower,false,,EGP,wikidata
purple coneflower root,,,,,,,,,,purple coneflower root,false,,EGP,wikidata
caraway oil,,,,,,,,,,caraway oil,false,,EGP,wikidata
Valerian root oil,,,,,,,,,,Valerian root oil|valerian root oil,false,,EGP,wikidata
oregano,,,,,,,,,,oregano,false,,EGP,wikidata
kava kava,,,,,,,,,,kava kava,false,,EGP,wikidata
bearberry leaf,,,,,,,,,,bearberry leaf,false,,EGP,wikidata
blackcurrant leaf,,,,,,,,,,blackcurrant leaf,false,,EGP,wikidata
grapevine leaf (red),,,,,,,,,,grapevine leaf (red),false,,EGP,wikidata
pygeum africanum bark,,,,,,,,,,pygeum africanum bark,false,,EGP,wikidata
aloe leaf,,,,,,,,,,aloe leaf,false,,EGP,wikidata
sage leaf,,,,,,,,,,sage leaf,false,,EGP,wikidata
Lichen islandicus,,,,,,,,,,Lichen islandicus|lichen islandicus,false,,EGP,wikidata
Boldi folium,,,,,,,,,,Boldi folium|boldi folium,false,,EGP,wikidata
restharrow root,,,,,,,,,,restharrow root,false,,EGP,wikidata
devil's claw root,,,,,,,,,,devil's claw root,false,,EGP,wikidata
marjoram (herb),,,,,,,,,,marjoram (herb),false,,EGP,wikidata
mistletoe (herb),,,,,,,,,,mistletoe (herb),false,,EGP,wikidata
imidacloprid/moxidectin,,,,,,,,,,imidacloprid/moxidectin,false,,EGP,wikidata
Invossa-K,,,,,,,,,,Invossa-K|invossa-k,false,,EGP,wikidata
Juniperus virginiana twig,,,,,,,,,,Juniperus virginiana twig|juniperus virginiana twig,false,,EGP,wikidata
mecasermin rinfabate,,,,,,,,,,mecasermin rinfabate|H01AC05,false,,EGP,wikidata
Cascara,,,,,,,,,,Cascara|cascara|A06AB07,false,,EGP,wikidata
imidacloprid/permethrin/pyriproxyfen,,,,,,,,,,imidacloprid/permethrin/pyriproxyfen,false,,EGP,wikidata
ethinylestradiol/cyproterone acetate,,,,,,,,,,ethinylestradiol/cyproterone acetate|G03HB01,false,,EGP,wikidata
Hot Lemon,,,,,,,,,,Hot Lemon|hot lemon,false,,EGP,wikidata
arsenicum album,,,,,,,,,,arsenicum album,false,,EGP,wikidata
Continuous erythropoietin receptor activator,,,,,,,,,,Continuous erythropoietin receptor activator|continuous erythropoietin receptor activator,false,,EGP,wikidata
Benzedrine,,,,,,,,,,Benzedrine|benzedrine,false,,EGP,wikidata
aspirin/meprobamate,,,,,,,,,,aspirin/meprobamate,false,,EGP,wikidata
gataparsen,,,,,,,,,,gataparsen,false,,EGP,wikidata
NyQuil,,,,,,,,,,NyQuil|nyquil,false,,EGP,wikidata
kan jang,,,,,,,,,,kan jang,false,,EGP,wikidata
Valerina,,,,,,,,,,Valerina|valerina,false,,EGP,wikidata
Hyaku-sō,,,,,,,,,,Hyaku-sō|hyaku-sō,false,,EGP,wikidata
botulinum toxin Type B,,,,,,,,,,botulinum toxin Type B|botulinum toxin type b,false,,EGP,wikidata
OspA lipoprotein,,,,,,,,,,OspA lipoprotein|ospa lipoprotein,false,,EGP,wikidata
anti-thymocyte globulin (rabbit),,,,,,,,,,anti-thymocyte globulin (rabbit),false,,EGP,wikidata
interferon-alpha,,,,,,,,,,interferon-alpha,false,,EGP,wikidata
ragweed pollen extract,,,,,,,,,,ragweed pollen extract,false,,EGP,wikidata
LGD-4033,,,,,,,,,,LGD-4033|lgd-4033,false,,EGP,wikidata
Plantaginis Semen,,,,,,,,,,Plantaginis Semen|plantaginis semen,false,,EGP,wikidata
platycodon root,,,,,,,,,,platycodon root,false,,EGP,wikidata
sclerotium of umbrella polypore,,,,,,,,,,sclerotium of umbrella polypore,false,,EGP,wikidata
Puerariae Radix,,,,,,,,,,Puerariae Radix|puerariae radix,false,,EGP,wikidata
Chinese foxglove root,,,,,,,,,,Chinese foxglove root|chinese foxglove root,false,,EGP,wikidata
rhubarb,,,,,,,,,,rhubarb,false,,EGP,wikidata
Saccharum Granorum,,,,,,,,,,Saccharum Granorum|saccharum granorum,false,,EGP,wikidata
Schisandrae Fructus,,,,,,,,,,Schisandrae Fructus|schisandrae fructus,false,,EGP,wikidata
scutellaria root,,,,,,,,,,scutellaria root,false,,EGP,wikidata
Sinomeni Caulis et Rhizoma,,,,,,,,,,Sinomeni Caulis et Rhizoma|sinomeni caulis et rhizoma,false,,EGP,wikidata
Uncariae Uncis Cum Ramulus,,,,,,,,,,Uncariae Uncis Cum Ramulus|uncariae uncis cum ramulus,false,,EGP,wikidata
Zanthoxyli Fructus,,,,,,,,,,Zanthoxyli Fructus|zanthoxyli fructus,false,,EGP,wikidata
ginger rhizome,,,,,,,,,,ginger rhizome,false,,EGP,wikidata
Zingiberis Siccatum Rhizoma,,,,,,,,,,Zingiberis Siccatum Rhizoma|zingiberis siccatum rhizoma,false,,EGP,wikidata
Akebiae Caulis,,,,,,,,,,Akebiae Caulis|akebiae caulis,false,,EGP,wikidata
Alpiniae Officinari Rhizoma,,,,,,,,,,Alpiniae Officinari Rhizoma|alpiniae officinari rhizoma,false,,EGP,wikidata
Amomi Semen,,,,,,,,,,Amomi Semen|amomi semen,false,,EGP,wikidata
Angelicae Dahuricae Radix,,,,,,,,,,Angelicae Dahuricae Radix|angelicae dahuricae radix,false,,EGP,wikidata
Araliae Cordatae Rhizoma,,,,,,,,,,Araliae Cordatae Rhizoma|araliae cordatae rhizoma,false,,EGP,wikidata
Araliae Cordatae Radix,,,,,,,,,,Araliae Cordatae Radix|araliae cordatae radix,false,,EGP,wikidata
Arctii Fructus,,,,,,,,,,Arctii Fructus|arctii fructus,false,,EGP,wikidata
Arecae Semen,,,,,,,,,,Arecae Semen|arecae semen,false,,EGP,wikidata
Arisaematis Tuber,,,,,,,,,,Arisaematis Tuber|arisaematis tuber,false,,EGP,wikidata
Artemisiae Folium,,,,,,,,,,Artemisiae Folium|artemisiae folium,false,,EGP,wikidata
Asparagi Radix,,,,,,,,,,Asparagi Radix|asparagi radix,false,,EGP,wikidata
immature bitter orange,,,,,,,,,,immature bitter orange,false,,EGP,wikidata
bamboo shavings,,,,,,,,,,bamboo shavings,false,,EGP,wikidata
Benincasae Semen,,,,,,,,,,Benincasae Semen|benincasae semen,false,,EGP,wikidata
Bezoar Bovis,,,,,,,,,,Bezoar Bovis|bezoar bovis,false,,EGP,wikidata
Carthami Flos,,,,,,,,,,Carthami Flos|carthami flos,false,,EGP,wikidata
Deep Heat,,,,,,,,,,Deep Heat|deep heat,false,,EGP,wikidata
melilot,,,,,,,,,,melilot,false,,EGP,wikidata
kava kava,,,,,,,,,,kava kava,false,,EGP,wikidata
bearberry leaf,,,,,,,,,,bearberry leaf,false,,EGP,wikidata
blackcurrant leaf,,,,,,,,,,blackcurrant leaf,false,,EGP,wikidata
grapevine leaf (red),,,,,,,,,,grapevine leaf (red),false,,EGP,wikidata
pygeum africanum bark,,,,,,,,,,pygeum africanum bark,false,,EGP,wikidata
aloe leaf,,,,,,,,,,aloe leaf,false,,EGP,wikidata
sage leaf,,,,,,,,,,sage leaf,false,,EGP,wikidata
Lichen islandicus,,,,,,,,,,Lichen islandicus|lichen islandicus,false,,EGP,wikidata
Boldi folium,,,,,,,,,,Boldi folium|boldi folium,false,,EGP,wikidata
restharrow root,,,,,,,,,,restharrow root,false,,EGP,wikidata
devil's claw root,,,,,,,,,,devil's claw root,false,,EGP,wikidata
marjoram (herb),,,,,,,,,,marjoram (herb),false,,EGP,wikidata
arnica flower,,,,,,,,,,arnica flower,false,,EGP,wikidata
passion flower (herb),,,,,,,,,,passion flower (herb),false,,EGP,wikidata
primula flower,,,,,,,,,,primula flower,false,,EGP,wikidata
greek sage leaf,,,,,,,,,,greek sage leaf,false,,EGP,wikidata
sandy everlasting flower,,,,,,,,,,sandy everlasting flower,false,,EGP,wikidata
knotgrass herb,,,,,,,,,,knotgrass herb,false,,EGP,wikidata
hawthorn leaf and flower,,,,,,,,,,hawthorn leaf and flower,false,,EGP,wikidata
saw palmetto berry,,,,,,,,,,saw palmetto berry,false,,EGP,wikidata
birch leaf,,,,,,,,,,birch leaf,false,,EGP,wikidata
capsicum,,,,,,,,,,capsicum,false,,EGP,wikidata
centaury,,,,,,,,,,centaury,false,,EGP,wikidata
recombinant feline interferon omega,,,,,,,,,,recombinant feline interferon omega,false,,EGP,wikidata
Tian Xian Liquid,,,,,,,,,,Tian Xian Liquid|tian xian liquid,false,,EGP,wikidata
somagrebove,,,,,,,,,,somagrebove,false,,EGP,wikidata
Gangaria de Flush,,,,,,,,,,Gangaria de Flush|gangaria de flush,false,,EGP,wikidata
Sheng-Mai San,,,,,,,,,,Sheng-Mai San|sheng-mai san,false,,EGP,wikidata
HOPO 14-1,,,,,,,,,,HOPO 14-1|hopo 14-1,false,,EGP,wikidata
bedinvetmab,,,,,,,,,,bedinvetmab,false,,EGP,wikidata
mazdutide,,,,,,,,,,mazdutide,false,,EGP,wikidata
mazdutide,,,,,,,,,,mazdutide,false,,EGP,wikidata
cagrilintide,,,,,,,,,,cagrilintide,false,,EGP,wikidata
petrelintide,,,,,,,,,,petrelintide,false,,EGP,wikidata
xeligekimab,,,,,,,,,,xeligekimab,false,,EGP,wikidata
IBI311,,,,,,,,,,IBI311|ibi311,false,,EGP,wikidata
aleniglipron,,,,,,,,,,aleniglipron,false,,EGP,wikidata
efocipegtrutide,,,,,,,,,,efocipegtrutide,false,,EGP,wikidata
ecnoglutide,,,,,,,,,,ecnoglutide,false,,EGP,wikidata
efpeglenatide,,,,,,,,,,efpeglenatide,false,,EGP,wikidata
insulin efsitora alfa,,,,,,,,,,insulin efsitora alfa,false,,EGP,wikidata
inosine pranobex,,,,,,,,,,inosine pranobex|J05AX05,false,,EGP,wikidata
oxycodone/aspirin,,,,,,,,,,oxycodone/aspirin|N02AJ18,false,,EGP,wikidata
althea root,,,,,,,,,,althea root|R05CA05,false,,EGP,wikidata
fibrinogen I-125,,,,,,,,,,fibrinogen I-125|fibrinogen i-125|V09GB01,false,,EGP,wikidata
proteases,,,,,,,,,,proteases,false,,EGP,wikidata
Robitussin DAC,,,,,,,,,,Robitussin DAC|robitussin dac,false,,EGP,wikidata
Traditional Hausa medicine,,,,,,,,,,Traditional Hausa medicine|traditional hausa medicine,false,,EGP,wikidata
Treo,,,,,,,,,,Treo|treo,false,,EGP,wikidata
Trimix,,,,,,,,,,Trimix|trimix,false,,EGP,wikidata
Tums,,,,,,,,,,Tums|tums,false,,EGP,wikidata
VZV immune globulin,,,,,,,,,,VZV immune globulin|vzv immune globulin,false,,EGP,wikidata
Virodene,,,,,,,,,,Virodene|virodene,false,,EGP,wikidata
Dinyl,,,,,,,,,,Dinyl|dinyl,false,,EGP,wikidata
glossary of pharmacological actions,,,,,,,,,,glossary of pharmacological actions,false,,EGP,wikidata
asthmatolum,,,,,,,,,,asthmatolum,false,,EGP,wikidata
saengmaeksan,,,,,,,,,,saengmaeksan,false,,EGP,wikidata
Aeron,,,,,,,,,,Aeron|aeron,false,,EGP,wikidata
vaseline cetomacrogol cream,,,,,,,,,,vaseline cetomacrogol cream,false,,EGP,wikidata
botulinum toxin Type B,,,,,,,,,,botulinum toxin Type B|botulinum toxin type b,false,,EGP,wikidata
erbisol,,,,,,,,,,erbisol,false,,EGP,wikidata
agalsidase alpha,,,,,,,,,,agalsidase alpha,false,,EGP,wikidata
Amrutanjan,,,,,,,,,,Amrutanjan|amrutanjan,false,,EGP,wikidata
Biotônico Fontoura,,,,,,,,,,Biotônico Fontoura|biotônico fontoura,false,,EGP,wikidata
Achyranthis Radix,,,,,,,,,,Achyranthis Radix|achyranthis radix,false,,EGP,wikidata
Aconiti Tuber,,,,,,,,,,Aconiti Tuber|aconiti tuber,false,,EGP,wikidata
alisma rhizome,,,,,,,,,,alisma rhizome,false,,EGP,wikidata
Anemarrhenae,,,,,,,,,,Anemarrhenae|anemarrhenae,false,,EGP,wikidata
Angelicae Radix,,,,,,,,,,Angelicae Radix|angelicae radix,false,,EGP,wikidata
Armeniacae Semen,,,,,,,,,,Armeniacae Semen|armeniacae semen,false,,EGP,wikidata
Artemisiae Capillari Flos,,,,,,,,,,Artemisiae Capillari Flos|artemisiae capillari flos,false,,EGP,wikidata
Asiasari Radix,,,,,,,,,,Asiasari Radix|asiasari radix,false,,EGP,wikidata
Astragali Radix,,,,,,,,,,Astragali Radix|astragali radix,false,,EGP,wikidata
swordlike atracylodes rhizome,,,,,,,,,,swordlike atracylodes rhizome,false,,EGP,wikidata
Atractylodis Rhizoma,,,,,,,,,,Atractylodis Rhizoma|atractylodis rhizoma,false,,EGP,wikidata
Cannabis Fructus,,,,,,,,,,Cannabis Fructus|cannabis fructus,false,,EGP,wikidata
Cicadae Periostracum,,,,,,,,,,Cicadae Periostracum|cicadae periostracum,false,,EGP,wikidata
Cinnamomi Cortex,,,,,,,,,,Cinnamomi Cortex|cinnamomi cortex,false,,EGP,wikidata
Cnidii Rhizoma,,,,,,,,,,Cnidii Rhizoma|cnidii rhizoma,false,,EGP,wikidata
Coicis Semen,,,,,,,,,,Coicis Semen|coicis semen,false,,EGP,wikidata
coptis rhizome,,,,,,,,,,coptis rhizome,false,,EGP,wikidata
nut-grass rhizome,,,,,,,,,,nut-grass rhizome,false,,EGP,wikidata
Dioscoreae Rhizoma,,,,,,,,,,Dioscoreae Rhizoma|dioscoreae rhizoma,false,,EGP,wikidata
Ephedrae Herba,,,,,,,,,,Ephedrae Herba|ephedrae herba,false,,EGP,wikidata
Evening primrose oil,,,,,,,,,,Evening primrose oil|evening primrose oil,false,,EGP,wikidata
rose petals,,,,,,,,,,rose petals,false,,EGP,wikidata
soya lecithin,,,,,,,,,,soya lecithin,false,,EGP,wikidata
fenugreek seed,,,,,,,,,,fenugreek seed,false,,EGP,wikidata
elderflower,,,,,,,,,,elderflower,false,,EGP,wikidata
purple coneflower root,,,,,,,,,,purple coneflower root,false,,EGP,wikidata
caraway oil,,,,,,,,,,caraway oil,false,,EGP,wikidata
Valerian root oil,,,,,,,,,,Valerian root oil|valerian root oil,false,,EGP,wikidata
Dandelion Root with Herb,,,,,,,,,,Dandelion Root with Herb|dandelion root with herb,false,,EGP,wikidata
Burdock Root,,,,,,,,,,Burdock Root|burdock root,false,,EGP,wikidata
Senna leaf,,,,,,,,,,Senna leaf|senna leaf,false,,EGP,wikidata
senna pods,,,,,,,,,,senna pods,false,,EGP,wikidata
dandelion leaf,,,,,,,,,,dandelion leaf,false,,EGP,wikidata
Couch grass rhizome,,,,,,,,,,Couch grass rhizome|couch grass rhizome,false,,EGP,wikidata
Roman Chamomile Flower,,,,,,,,,,Roman Chamomile Flower|roman chamomile flower,false,,EGP,wikidata
cola,,,,,,,,,,cola,false,,EGP,wikidata
Millefolii herba,,,,,,,,,,Millefolii herba|millefolii herba,false,,EGP,wikidata
pelargonium root,,,,,,,,,,pelargonium root,false,,EGP,wikidata
Herniariae herba,,,,,,,,,,Herniariae herba|herniariae herba,false,,EGP,wikidata
Frangula bark,,,,,,,,,,Frangula bark|frangula bark,false,,EGP,wikidata
Rhei radix,,,,,,,,,,Rhei radix|rhei radix,false,,EGP,wikidata
Tanaceti parthenii herba,,,,,,,,,,Tanaceti parthenii herba|tanaceti parthenii herba,false,,EGP,wikidata
oat grain,,,,,,,,,,oat grain,false,,EGP,wikidata
oat herb,,,,,,,,,,oat herb,false,,EGP,wikidata
prednisolone/promethazine,,,,,,,,,,prednisolone/promethazine|V03AB05,false,,EGP,wikidata
sodium cellulose phosphate,,,,,,,,,,sodium cellulose phosphate|V03AG01,false,,EGP,wikidata
trandolapril/verapamil,,,,,,,,,,trandolapril/verapamil|C09BB10,false,,EGP,wikidata
ethinylestradiol/cyproterone acetate,,,,,,,,,,ethinylestradiol/cyproterone acetate|G03HB01,false,,EGP,wikidata
Cascara,,,,,,,,,,Cascara|cascara|A06AB07,false,,EGP,wikidata
Tegafur/gimeracil/oteracil,,,,,,,,,,Tegafur/gimeracil/oteracil|tegafur/gimeracil/oteracil,false,,EGP,wikidata
Spatholobus littoralis,,,,,,,,,,Spatholobus littoralis|spatholobus littoralis,false,,EGP,wikidata
artesunate/sulfadoxine/pyrimethamine,,,,,,,,,,artesunate/sulfadoxine/pyrimethamine,false,,EGP,wikidata
sodium fluoride/malic acid,,,,,,,,,,sodium fluoride/malic acid,false,,EGP,wikidata
hydrocortisone/miconazole,,,,,,,,,,hydrocortisone/miconazole,false,,EGP,wikidata
coricidin,,,,,,,,,,coricidin,false,,EGP,wikidata
Amitriptyline/perphenazine,,,,,,,,,,Amitriptyline/perphenazine|amitriptyline/perphenazine,false,,EGP,wikidata
calcium acetate/magnesium carbonate,,,,,,,,,,calcium acetate/magnesium carbonate,false,,EGP,wikidata
morphine/naltrexone,,,,,,,,,,morphine/naltrexone,false,,EGP,wikidata
Buprenorphine/samidorphan,,,,,,,,,,Buprenorphine/samidorphan|buprenorphine/samidorphan,false,,EGP,wikidata
Sal Hepatica,,,,,,,,,,Sal Hepatica|sal hepatica,false,,EGP,wikidata
Minancora,,,,,,,,,,Minancora|minancora,false,,EGP,wikidata
naproxen/esomeprazole magnesium,,,,,,,,,,naproxen/esomeprazole magnesium,false,,EGP,wikidata
Ephedrine/ethylmorphine,,,,,,,,,,Ephedrine/ethylmorphine|ephedrine/ethylmorphine,false,,EGP,wikidata
Aleve PM,,,,,,,,,,Aleve PM|aleve pm,false,,EGP,wikidata
ACE inhibitor and thiazide combination,,,,,,,,,,ACE inhibitor and thiazide combination|ace inhibitor and thiazide combination,false,,EGP,wikidata
mercurius solubilis,,,,,,,,,,mercurius solubilis,false,,EGP,wikidata
cofetuzumab pelidotin,,,,,,,,,,cofetuzumab pelidotin,false,,EGP,wikidata
rovalpituzumab tesirine,,,,,,,,,,rovalpituzumab tesirine,false,,EGP,wikidata
Camidanlumab tesirine,,,,,,,,,,Camidanlumab tesirine|camidanlumab tesirine,false,,EGP,wikidata
melissa seed oil,,,,,,,,,,melissa seed oil,false,,EGP,wikidata
elderberry extract,,,,,,,,,,elderberry extract,false,,EGP,wikidata
Birch leaves extract,,,,,,,,,,Birch leaves extract|birch leaves extract,false,,EGP,wikidata
Guarana extract,,,,,,,,,,Guarana extract|guarana extract,false,,EGP,wikidata
sodium morrhuate,,,,,,,,,,sodium morrhuate,false,,EGP,wikidata
Bursae pastoris herba,,,,,,,,,,Bursae pastoris herba|bursae pastoris herba,false,,EGP,wikidata
Bursae pastoris herba,,,,,,,,,,Bursae pastoris herba|bursae pastoris herba,false,,EGP,wikidata
Polypodii rhizoma,,,,,,,,,,Polypodii rhizoma|polypodii rhizoma,false,,EGP,wikidata
Polypodii rhizoma,,,,,,,,,,Polypodii rhizoma|polypodii rhizoma,false,,EGP,wikidata
Phaseoli fructus (sine semine),,,,,,,,,,Phaseoli fructus (sine semine)|phaseoli fructus (sine semine),false,,EGP,wikidata
Phaseoli fructus (sine semine),,,,,,,,,,Phaseoli fructus (sine semine)|phaseoli fructus (sine semine),false,,EGP,wikidata
Millefolii flos,,,,,,,,,,Millefolii flos|millefolii flos,false,,EGP,wikidata
Millefolii flos,,,,,,,,,,Millefolii flos|millefolii flos,false,,EGP,wikidata
Fragariae folium,,,,,,,,,,Fragariae folium|fragariae folium,false,,EGP,wikidata
Fragariae folium,,,,,,,,,,Fragariae folium|fragariae folium,false,,EGP,wikidata
Malvae sylvestris flos,,,,,,,,,,Malvae sylvestris flos|malvae sylvestris flos,false,,EGP,wikidata
Malvae sylvestris flos,,,,,,,,,,Malvae sylvestris flos|malvae sylvestris flos,false,,EGP,wikidata
mallow leaves,,,,,,,,,,mallow leaves,false,,EGP,wikidata
Echinaceae angustifoliae radix,,,,,,,,,,Echinaceae angustifoliae radix|echinaceae angustifoliae radix,false,,EGP,wikidata
artichoke leaf,,,,,,,,,,artichoke leaf,false,,EGP,wikidata
milkthistle fruit,,,,,,,,,,milkthistle fruit,false,,EGP,wikidata
pale coneflower root,,,,,,,,,,pale coneflower root,false,,EGP,wikidata
ivy leaf,,,,,,,,,,ivy leaf,false,,EGP,wikidata
soy extract,,,,,,,,,,soy extract,false,,EGP,wikidata
mullein flower,,,,,,,,,,mullein flower,false,,EGP,wikidata
calendula flower,,,,,,,,,,calendula flower,false,,EGP,wikidata
winter-cherry root,,,,,,,,,,winter-cherry root,false,,EGP,wikidata
malabar-nut leaf,,,,,,,,,,malabar-nut leaf,false,,EGP,wikidata
kalmegh,,,,,,,,,,kalmegh,false,,EGP,wikidata
meadowsweet flower,,,,,,,,,,meadowsweet flower,false,,EGP,wikidata
meadowsweet,,,,,,,,,,meadowsweet,false,,EGP,wikidata
anetumab ravtansine,,,,,,,,,,anetumab ravtansine,false,,EGP,wikidata
Ergoferon,,,,,,,,,,Ergoferon|ergoferon,false,,EGP,wikidata
NONS,,,,,,,,,,NONS|nons,false,,EGP,wikidata
sinusitisinum,,,,,,,,,,sinusitisinum,false,,EGP,wikidata
AMG-172,,,,,,,,,,AMG-172|amg-172,false,,EGP,wikidata
Nervoheel,,,,,,,,,,Nervoheel|nervoheel,false,,EGP,wikidata
Mercurius cyanatus,,,,,,,,,,Mercurius cyanatus|mercurius cyanatus,false,,EGP,wikidata
patritumab deruxtecan,,,,,,,,,,patritumab deruxtecan,false,,EGP,wikidata
ifinatamab deruxtecan,,,,,,,,,,ifinatamab deruxtecan,false,,EGP,wikidata
althea root,,,,,,,,,,althea root|R05CA05,false,,EGP,wikidata
coricidin,,,,,,,,,,coricidin,false,,EGP,wikidata
ginseng root,,,,,,,,,,ginseng root,false,,EGP,wikidata
liquorice root,,,,,,,,,,liquorice root,false,,EGP,wikidata
peony root,,,,,,,,,,peony root,false,,EGP,wikidata
mallow leaves,,,,,,,,,,mallow leaves,false,,EGP,wikidata
Echinaceae angustifoliae radix,,,,,,,,,,Echinaceae angustifoliae radix|echinaceae angustifoliae radix,false,,EGP,wikidata
artichoke leaf,,,,,,,,,,artichoke leaf,false,,EGP,wikidata
milkthistle fruit,,,,,,,,,,milkthistle fruit,false,,EGP,wikidata
pale coneflower root,,,,,,,,,,pale coneflower root,false,,EGP,wikidata
ivy leaf,,,,,,,,,,ivy leaf,false,,EGP,wikidata
soy extract,,,,,,,,,,soy extract,false,,EGP,wikidata
mullein flower,,,,,,,,,,mullein flower,false,,EGP,wikidata
calendula flower,,,,,,,,,,calendula flower,false,,EGP,wikidata
winter-cherry root,,,,,,,,,,winter-cherry root,false,,EGP,wikidata
malabar-nut leaf,,,,,,,,,,malabar-nut leaf,false,,EGP,wikidata
kalmegh,,,,,,,,,,kalmegh,false,,EGP,wikidata
meadowsweet flower,,,,,,,,,,meadowsweet flower,false,,EGP,wikidata
meadowsweet,,,,,,,,,,meadowsweet,false,,EGP,wikidata
melilot,,,,,,,,,,melilot,false,,EGP,wikidata
arnica flower,,,,,,,,,,arnica flower,false,,EGP,wikidata
passion flower (herb),,,,,,,,,,passion flower (herb),false,,EGP,wikidata
primula flower,,,,,,,,,,primula flower,false,,EGP,wikidata
greek sage leaf,,,,,,,,,,greek sage leaf,false,,EGP,wikidata
sandy everlasting flower,,,,,,,,,,sandy everlasting flower,false,,EGP,wikidata
knotgrass herb,,,,,,,,,,knotgrass herb,false,,EGP,wikidata
hawthorn leaf and flower,,,,,,,,,,hawthorn leaf and flower,false,,EGP,wikidata
saw palmetto berry,,,,,,,,,,saw palmetto berry,false,,EGP,wikidata
birch leaf,,,,,,,,,,birch leaf,false,,EGP,wikidata
capsicum,,,,,,,,,,capsicum,false,,EGP,wikidata
centaury,,,,,,,,,,centaury,false,,EGP,wikidata
greater celandine (herb),,,,,,,,,,greater celandine (herb),false,,EGP,wikidata
chicory root,,,,,,,,,,chicory root,false,,EGP,wikidata
javanese turmeric,,,,,,,,,,javanese turmeric,false,,EGP,wikidata
purple coneflower herb,,,,,,,,,,purple coneflower herb,false,,EGP,wikidata
Eleutherococcus root,,,,,,,,,,Eleutherococcus root|eleutherococcus root,false,,EGP,wikidata
willow herb,,,,,,,,,,willow herb,false,,EGP,wikidata
horsetail herb,,,,,,,,,,horsetail herb,false,,EGP,wikidata
California poppy,,,,,,,,,,California poppy|california poppy,false,,EGP,wikidata
eyebright (herb),,,,,,,,,,eyebright (herb),false,,EGP,wikidata
fumitory (herb),,,,,,,,,,fumitory (herb),false,,EGP,wikidata
ginkgo leaf,,,,,,,,,,ginkgo leaf,false,,EGP,wikidata
gumweed herb,,,,,,,,,,gumweed herb,false,,EGP,wikidata
hamamelis leaf,,,,,,,,,,hamamelis leaf,false,,EGP,wikidata
horse-chestnut bark,,,,,,,,,,horse-chestnut bark,false,,EGP,wikidata
walnut leaf,,,,,,,,,,walnut leaf,false,,EGP,wikidata
lavender flower,,,,,,,,,,lavender flower,false,,EGP,wikidata
lovage root,,,,,,,,,,lovage root,false,,EGP,wikidata
matricaria flower,,,,,,,,,,matricaria flower,false,,EGP,wikidata
melissa leaf,,,,,,,,,,melissa leaf,false,,EGP,wikidata
BNT162b5,,,,,,,,,,BNT162b5|bnt162b5,false,,EGP,wikidata
INZ-701,,,,,,,,,,INZ-701|inz-701,false,,EGP,wikidata
pramlintide/insulin A21G,,,,,,,,,,pramlintide/insulin A21G|pramlintide/insulin a21g,false,,EGP,wikidata
insulin tregopil,,,,,,,,,,insulin tregopil,false,,EGP,wikidata
efruxifermin,,,,,,,,,,efruxifermin,false,,EGP,wikidata
aldafermin,,,,,,,,,,aldafermin,false,,EGP,wikidata
AXA1125,,,,,,,,,,AXA1125|axa1125,false,,EGP,wikidata
evazarsen sodium,,,,,,,,,,evazarsen sodium,false,,EGP,wikidata
Bupleurum root extract,,,,,,,,,,Bupleurum root extract|bupleurum root extract,false,,EGP,wikidata
JNJ-77242113,,,,,,,,,,JNJ-77242113|jnj-77242113,false,,EGP,wikidata
volenrelaxin,,,,,,,,,,volenrelaxin,false,,EGP,wikidata
endogenous drug,,,,,,,,,,endogenous drug,false,,EGP,wikidata
Tschamba-Fii,,,,,,,,,,Tschamba-Fii|tschamba-fii,false,,EGP,wikidata
